T,tsne-2d-one,tsne-2d-two
0.5,-161.67848,-2.366645
0.5,126.67733,-34.978016
0.5,115.04726,-33.776073
0.5,63.566284,10.054791
0.5,125.12523,-23.277082
0.5,-128.9047,-104.93751
0.5,-111.09506,-81.48846
0.5,65.52468,33.67456
0.5,58.50564,23.12393
0.5,34.018574,42.970425
0.5,-119.40403,52.134888
0.5,114.746155,-21.189346
0.5,-130.21278,-58.8029
0.5,49.62012,40.8432
0.5,-164.39636,42.39458
0.5,104.40307,-29.96373
0.5,35.058857,39.855713
0.5,27.297745,66.900536
0.5,29.089125,60.479977
0.5,-186.33325,-19.935738
0.5,113.975,-15.037777
0.5,-175.89542,39.582764
0.5,-186.33365,-19.93584
0.5,37.122826,45.546787
0.5,107.12227,-39.267033
0.5,121.51816,-58.12924
0.5,101.66736,-43.506496
0.5,-135.82639,-61.15347
0.5,42.3702,48.867493
0.5,57.937763,33.526726
0.5,-169.94356,-51.815956
0.5,114.27344,-58.975986
0.5,-81.25702,-88.066376
0.5,48.28467,46.76211
0.5,83.712524,-6.328339
0.5,-93.00181,-105.160416
0.5,89.90609,-29.10847
0.5,54.530167,45.907036
0.5,-105.80105,64.246
0.5,115.31886,-60.697956
0.5,122.01008,-51.370934
0.5,114.6646,-61.64069
0.5,-134.75966,-9.253768
0.5,67.59121,57.289776
0.5,15.158411,60.282043
0.5,-132.14206,-68.55905
0.5,121.569145,-55.161663
0.5,111.64561,-56.805874
0.5,122.34074,-61.28137
0.5,48.28467,46.76211
0.5,49.17622,77.85231
0.5,124.22789,-45.425144
0.5,123.6504,-55.13365
0.5,50.361816,56.262375
0.5,106.41097,-43.54792
0.5,118.089165,-62.754757
0.5,96.49852,-24.488708
0.5,-170.0638,-0.85588413
0.5,67.91958,65.10163
0.5,-160.52449,-27.344261
0.5,147.12094,-20.019323
0.5,116.190155,-59.948055
0.5,54.23545,86.880775
0.5,122.414894,-57.792778
0.5,-109.62081,-37.13021
0.5,158.51865,-23.507944
0.5,82.05466,61.024815
0.5,47.09671,52.343132
0.5,89.47708,-32.734505
0.5,72.4357,59.773937
0.5,123.58858,-47.534477
0.5,74.004005,34.610134
0.5,43.034004,89.65481
0.5,17.39785,45.01246
0.5,79.32888,2.548998
0.5,74.004005,34.610134
0.5,-121.61166,-72.263
0.5,-79.40736,-150.04707
0.5,110.23733,-10.094097
0.5,21.967365,34.70314
0.5,39.568558,53.80316
0.5,66.37264,80.57058
0.5,-117.87362,29.669016
0.5,113.08424,-27.525122
0.5,76.078804,30.33505
0.5,-122.71425,67.74871
0.5,61.642845,47.011612
0.5,-96.48545,-128.47572
0.5,-87.70903,-65.577736
0.5,97.51337,-2.7659483
0.5,-132.14214,-68.55926
0.5,49.62012,40.8432
0.5,-158.00992,63.664867
0.5,56.579243,24.790434
0.5,59.537025,28.714119
0.5,49.892048,94.4231
0.5,-137.67883,40.030876
0.5,68.05681,21.074636
0.5,59.537025,28.714119
0.5,107.20138,-24.848621
0.5,53.57183,26.619358
0.5,111.33511,-0.6685019
0.5,125.51173,-16.463984
0.5,119.648506,-19.150698
0.5,125.01061,-0.2489762
0.5,-126.93799,-28.418295
0.5,74.07051,101.511024
0.5,-151.95102,-35.635605
0.5,-129.70163,-58.118504
0.5,126.67733,-34.978016
0.5,23.411259,10.7196045
0.5,113.975,-15.037777
0.5,119.004135,-24.468096
0.5,39.54822,69.62938
0.5,54.397976,61.021847
0.5,159.08728,-15.64347
0.5,48.28467,46.76211
0.5,31.154074,62.74809
0.5,130.63426,-54.885345
0.5,119.004135,-24.468096
0.5,-164.83539,55.106194
0.5,-132.14204,-68.55933
0.5,134.2486,-4.605314
0.5,43.80458,14.378202
0.5,68.00912,104.66645
0.5,125.12523,-23.277082
0.5,71.80482,79.23826
0.5,-58.911022,-132.58043
0.5,-117.45818,-121.725365
0.5,-169.96347,-20.034527
0.5,127.8484,8.846088
0.5,79.050735,44.93168
0.5,-136.31517,-70.73249
0.5,117.34759,-39.328552
0.5,-160.52484,-27.34438
0.5,-154.85443,-21.17424
0.5,-110.95655,33.920544
0.5,43.399048,42.632748
0.5,79.3673,70.84628
0.5,-179.47282,-27.731314
0.5,-110.44947,57.62467
0.5,-144.33493,20.11588
0.5,113.67288,-5.471677
0.5,-176.28532,22.229998
0.5,107.20138,-24.848621
0.5,-187.99362,-50.199505
0.5,-110.44923,57.625267
0.5,30.867367,96.56433
0.5,-70.38891,-93.665596
0.5,-114.51376,51.590485
0.5,-123.16245,75.03167
0.5,-184.48941,19.040863
0.5,-68.2605,-86.15818
0.5,107.20138,-24.848621
0.5,-124.23908,-106.48833
0.5,1.6927401,50.89323
0.5,64.47411,41.046104
0.5,10.349483,73.9646
0.5,114.4001,11.375016
0.5,-171.55191,3.9242442
0.5,119.004135,-24.468096
0.5,54.397976,61.021847
0.5,-113.98261,-128.19908
0.5,99.832695,-0.19560125
0.5,-95.10509,-68.3842
0.5,32.651913,59.276608
0.5,-70.388115,-93.66516
0.5,-120.352516,-116.49692
0.5,115.04726,-33.776073
0.5,126.67733,-34.978016
0.5,108.904945,-18.836533
0.5,39.77899,42.96394
0.5,-140.10858,18.347948
0.5,49.62012,40.8432
0.5,50.361816,56.262375
0.5,64.47411,41.046104
0.5,57.90592,40.23629
0.5,29.753456,60.428032
0.5,119.648506,-19.150698
0.5,104.40307,-29.96373
0.5,44.733837,74.296936
0.5,82.16407,66.991554
0.5,46.222767,68.99477
0.5,-100.90096,-23.588469
0.5,125.50185,-42.58106
0.5,-106.42043,24.493532
0.5,110.23733,-10.094097
0.5,110.27069,-22.900297
0.5,34.95302,98.39828
0.5,124.7291,-40.106728
0.5,23.344881,87.78249
0.5,54.530167,45.907036
0.5,-117.45824,-121.7248
0.5,-150.6616,63.59994
0.5,141.46106,-13.585224
0.5,42.3702,48.867493
0.5,-101.037575,-40.794834
0.5,103.258194,-20.65876
0.5,-140.30829,-17.628681
0.5,31.483728,25.441637
0.5,118.90627,9.857671
0.5,108.471504,1.147502
0.5,99.250626,3.8120506
0.5,115.04726,-33.776073
0.5,119.004135,-24.468096
0.5,-175.91379,-13.771296
0.5,104.40307,-29.96373
0.5,124.7291,-40.106728
0.5,109.01798,-4.0458794
0.5,21.930424,58.989574
0.5,119.004135,-24.468096
0.5,131.25076,-26.930218
0.5,119.06721,-5.4582133
0.5,116.164246,-9.475961
0.5,61.642845,47.011612
0.5,-108.839645,1.782545
0.5,104.247,-5.6736493
0.5,131.25742,-12.477759
0.5,131.13167,-20.887724
0.5,-132.11761,-31.469007
0.5,35.902687,64.10938
0.5,-107.33252,-8.915856
0.5,-111.09519,-81.488525
0.5,19.04695,37.943703
0.5,115.82935,-1.3169421
0.5,62.60468,80.54437
0.5,-107.33334,-8.916158
0.5,125.372665,18.735949
0.5,-181.3408,-35.270058
0.5,119.648506,-19.150698
0.5,109.44414,5.9172645
0.5,-110.174706,-96.72867
0.5,56.177185,55.306248
0.5,125.12523,-23.277082
0.5,141.43005,0.22072324
0.5,39.54822,69.62938
0.5,-125.18264,-64.699745
0.5,113.975,-15.037777
0.5,14.094372,50.07572
0.5,-86.20072,-70.95084
0.5,123.40828,-9.284924
0.5,48.414806,61.99934
0.5,109.191986,-33.98755
0.5,-105.38735,21.754602
0.5,115.04726,-33.776073
0.5,87.094536,52.445496
0.5,131.25742,-12.477759
0.5,103.027405,-14.545042
0.5,104.88899,-9.833918
0.5,45.176334,18.518618
0.5,-169.94354,-51.815895
0.5,-167.9606,-7.192035
0.5,-106.16277,-47.342472
0.5,51.3053,73.22863
0.5,44.347775,57.282097
0.5,-138.06197,31.694727
0.5,39.568558,53.80316
0.5,48.28467,46.76211
0.5,-148.6569,-60.284733
0.5,74.51009,71.57753
0.5,110.23733,-10.094097
0.5,113.08424,-27.525122
0.5,131.25076,-26.930218
0.5,101.58366,-37.238514
0.5,99.832695,-0.19560125
0.5,97.96053,-17.03869
0.5,119.06721,-5.4582133
0.5,39.54822,69.62938
0.5,42.822426,63.27001
0.5,-160.52455,-27.344883
0.5,132.02025,6.345793
0.5,114.746155,-21.189346
0.5,42.3702,48.867493
0.5,121.80939,-36.426434
0.5,50.361816,56.262375
0.5,-182.05186,-36.27576
0.5,110.23733,-10.094097
0.5,48.414806,61.99934
0.5,-158.95139,-61.968544
0.5,-146.98445,14.638557
0.5,-103.51821,-97.47329
0.5,37.56346,80.09058
0.5,-80.20095,-110.61572
0.5,-115.52726,76.204025
0.5,100.78845,-37.083794
0.5,46.222767,68.99477
0.5,-158.00998,63.664906
0.5,-192.74225,-31.78377
0.5,105.89068,-36.076466
0.5,95.37453,-39.171772
0.5,42.3702,48.867493
0.5,125.81903,-29.30663
0.5,47.1584,24.59374
0.5,-125.183,-64.699844
0.5,115.82935,-1.3169421
0.5,-143.9133,61.39339
0.5,4.513938,61.671604
0.5,-122.00948,-71.451195
0.5,-107.08805,-60.174435
0.5,59.84467,97.76242
0.5,43.409542,74.97761
0.5,110.27069,-22.900297
0.5,-58.91231,-132.58041
0.5,114.746155,-21.189346
0.5,54.122498,87.70049
0.5,125.01061,-0.2489762
0.5,125.51173,-16.463984
0.5,-187.27641,-39.575493
0.5,-105.80118,64.24614
0.5,37.122826,45.546787
0.5,49.774265,28.763515
0.5,50.361816,56.262375
0.5,109.01798,-4.0458794
0.5,123.40828,-9.284924
0.5,132.78496,-33.236946
0.5,119.648506,-19.150698
0.5,141.46106,-13.585224
0.5,62.166023,54.18276
0.5,-112.999695,46.830666
0.5,42.89825,35.131252
0.5,131.25742,-12.477759
0.5,57.90592,40.23629
0.5,124.15013,5.973447
0.5,125.51173,-16.463984
0.5,115.04726,-33.776073
0.5,119.648506,-19.150698
0.5,-70.389084,-93.665504
0.5,110.23733,-10.094097
0.5,97.96053,-17.03869
0.5,-178.19878,29.705576
0.5,131.13167,-20.887724
0.5,59.537025,28.714119
0.5,25.66693,38.73351
0.5,-101.565994,-41.912674
0.5,-132.43533,72.161285
0.5,64.50564,95.41925
0.5,-112.99891,46.828835
0.5,97.96053,-17.03869
0.5,4.488979,60.09873
0.5,48.28467,46.76211
0.5,110.23733,-10.094097
0.5,30.866955,56.107002
0.5,35.99865,92.46082
0.5,-109.27331,-36.287884
0.5,-129.38812,-104.29261
0.5,-81.25637,-88.069885
0.5,141.43005,0.22072324
0.5,42.381355,91.578285
0.5,-111.02313,0.18421659
0.5,-115.76603,-34.514496
0.5,125.12523,-23.277082
0.5,-97.95192,-105.24799
0.5,14.384525,70.67565
0.5,46.222767,68.99477
0.5,82.17386,56.945793
0.5,-118.36861,-47.5156
0.5,68.663315,45.455498
0.5,108.065254,-14.371993
0.5,54.397976,61.021847
0.5,-173.25438,-61.577606
0.5,125.51173,-16.463984
0.5,-101.03215,-40.80314
0.5,126.67733,-34.978016
0.5,113.08424,-27.525122
0.5,77.08882,84.33034
0.5,119.004135,-24.468096
0.5,104.40307,-29.96373
0.5,125.51173,-16.463984
0.5,57.90592,40.23629
0.5,-143.08011,-68.78362
0.5,120.10973,-30.85093
0.5,77.378944,39.5208
0.5,42.3702,48.867493
0.5,-100.901566,-23.589771
0.5,125.12523,-23.277082
0.5,129.30438,-6.656696
0.5,88.90567,48.78465
0.5,98.46993,55.650322
0.5,-101.03215,-40.80555
0.5,-187.1061,-27.677538
0.5,-110.449715,57.62503
0.5,-118.80459,57.694828
0.5,125.81903,-29.30663
0.5,110.23733,-10.094097
0.5,43.399048,42.632748
0.5,-140.9747,24.930277
0.5,-118.368744,-47.515778
0.5,49.774265,28.763515
0.5,-126.93714,-28.418129
0.5,50.361816,56.262375
0.5,94.46314,1.6087782
0.5,92.86492,-15.505157
0.5,95.36488,64.31262
0.5,89.87646,63.144737
0.5,147.5183,-29.812437
0.5,-90.26178,-97.70405
0.5,33.700523,74.12477
0.5,54.397976,61.021847
0.5,42.3702,48.867493
0.5,84.00464,-15.005066
0.5,-143.23915,63.534943
0.5,31.644842,47.709568
0.5,137.23569,-55.797676
0.5,-92.00855,-107.75273
0.5,-150.66156,63.59896
0.5,-86.200645,-70.9507
0.5,46.353508,81.19341
0.5,-135.69469,76.72181
0.5,52.109913,51.53624
0.5,128.31725,-46.365635
0.5,29.798044,70.283585
0.5,35.559025,12.470086
0.5,163.4349,-10.114404
0.5,-143.03648,-7.596441
0.5,108.065254,-14.371993
0.5,-137.28986,68.14996
0.5,61.642845,47.011612
0.5,60.54494,72.24852
0.5,91.8277,-31.037792
0.5,-123.695015,-102.78
0.5,59.311676,80.85453
0.5,-164.8358,55.105976
0.5,57.937763,33.526726
0.5,145.90137,-25.16036
0.5,150.8015,-30.331383
0.5,44.347775,57.282097
0.5,126.67733,-34.978016
0.5,83.08334,52.2812
0.5,-179.47296,-27.731628
0.5,-127.08909,38.3023
0.5,137.24374,-47.060036
0.5,132.64026,1.7968887
0.5,-177.33736,-4.250641
0.5,140.18842,8.161368
0.5,147.04825,-11.710144
0.5,-140.30794,-17.628801
0.5,148.67569,-10.268465
0.5,133.59906,-51.515495
0.5,50.628754,82.81166
0.5,120.10973,-30.85093
0.5,25.048056,59.83208
0.5,37.122826,45.546787
0.5,-151.95293,-35.635254
0.5,134.2879,-66.79608
0.5,131.38232,-65.85433
0.5,-108.3656,28.300812
0.5,141.43005,0.22072324
0.5,113.975,-15.037777
0.5,132.78496,-33.236946
0.5,125.51173,-16.463984
0.5,-197.46785,-3.7367334
0.5,35.902687,64.10938
0.5,51.1655,81.98471
0.5,117.34759,-39.328552
0.5,67.59121,57.289776
0.5,45.84877,73.270195
0.5,-139.00375,-24.971619
0.5,-176.28531,22.230188
0.5,47.09671,52.343132
0.5,36.01385,15.280102
0.5,-142.85095,32.895813
0.5,-123.16248,75.031715
0.5,119.648506,-19.150698
0.5,-160.52515,-27.343819
0.5,-90.14163,-98.58569
0.5,74.246056,45.833344
0.5,-101.083,-12.038272
0.5,104.40307,-29.96373
0.5,-81.25603,-88.06922
0.5,137.39201,-9.711369
0.5,20.735178,66.776634
0.5,136.77113,-0.30266827
0.5,-96.48507,-128.47539
0.5,-94.42082,-58.22736
0.5,52.810616,35.794334
0.5,136.18497,4.0798435
0.5,-168.33865,36.426105
0.5,125.51173,-16.463984
0.5,77.98495,76.79446
0.5,-139.23044,28.418173
0.5,107.20138,-24.848621
0.5,99.34042,-8.634043
0.5,-118.52469,-38.66271
0.5,108.904945,-18.836533
0.5,114.746155,-21.189346
0.5,-176.34537,-35.470367
0.5,125.12523,-23.277082
0.5,72.80735,66.6514
0.5,110.23733,-10.094097
0.5,-119.192825,-14.519552
0.5,134.42307,-10.300019
0.5,139.86893,-23.070332
0.5,74.20071,56.43123
0.5,114.746155,-21.189346
0.5,91.311554,-2.3199286
0.5,85.55817,-45.29643
0.5,91.33765,-48.34572
0.5,88.11915,-42.70554
0.5,148.38124,5.8340244
0.5,84.38499,-29.656973
0.5,-61.939125,-120.725365
0.5,91.271385,-21.627975
0.5,87.030136,-40.08595
0.5,-109.02644,16.676886
0.5,86.81624,-14.553277
0.5,149.91487,-29.53664
0.5,39.904037,24.761196
0.5,-150.51004,23.505451
0.5,88.42108,-30.858694
0.5,32.509884,21.640358
0.5,72.20971,53.577984
0.5,-164.20703,49.432987
0.5,32.651913,59.276608
0.5,85.577255,-3.6551812
0.5,-113.82491,8.77414
0.5,-120.352936,-116.49622
0.5,85.577255,-3.6551812
0.5,89.08996,-23.012766
0.5,139.11685,-17.379059
0.5,-87.70951,-65.57749
0.5,-134.04437,-12.901481
0.5,150.64613,-18.292135
0.5,35.902687,64.10938
0.5,89.131714,57.03361
0.5,-130.70744,30.873749
0.5,-117.45751,-121.72486
0.5,-139.00601,-24.972664
0.5,60.2163,76.70452
0.5,121.01487,-1.6410762
0.5,70.463005,79.33574
0.5,69.542885,71.70616
0.5,-107.08801,-60.173996
0.5,97.96053,-17.03869
0.5,-181.62021,-35.369747
0.5,51.475178,88.43791
0.5,56.86343,85.15402
0.5,80.724045,79.7131
0.5,60.54494,72.24852
0.5,-150.50966,23.505922
0.5,-99.58639,-87.5516
0.5,100.26387,-12.175493
0.5,42.340267,74.454285
0.5,127.9503,-9.845641
0.5,-121.16334,22.367367
0.5,44.347775,57.282097
0.5,-119.06353,52.123837
0.5,-127.41576,-73.54584
0.5,96.59723,-23.603416
0.5,90.78132,-9.212322
0.5,70.94554,72.51673
0.5,74.981255,68.31317
0.5,-169.96365,-20.03423
0.5,45.53756,72.90307
0.5,-80.20024,-110.61578
0.5,123.40828,-9.284924
0.5,26.484125,29.187841
0.5,54.397976,61.021847
0.5,89.056625,-34.834595
0.5,76.985794,66.20657
0.5,-70.363815,-89.26851
0.5,79.25488,80.96165
0.5,-192.74219,-31.78378
0.5,40.62033,89.72684
0.5,57.703457,22.901196
0.5,119.004135,-24.468096
0.5,125.81903,-29.30663
0.5,96.857956,-12.687663
0.5,67.36479,23.931723
0.5,-123.162636,75.03188
0.5,120.10973,-30.85093
0.5,54.397976,61.021847
0.5,87.69413,49.883408
0.5,-158.7805,3.2037694
0.5,69.52012,38.46964
0.5,48.414806,61.99934
0.5,-151.95265,-35.63607
0.5,83.59725,-27.77848
0.5,76.496796,-21.775845
0.5,42.3702,48.867493
0.5,-184.48817,19.04107
0.5,-134.8919,35.31705
0.5,89.53031,-37.469982
0.5,52.109913,51.53624
0.5,-186.33365,-19.93584
0.5,85.521225,-28.585417
0.5,-71.10564,-136.11447
0.5,-108.77773,1.6275191
0.5,50.361816,56.262375
0.5,31.644842,47.709568
0.5,78.45817,-31.038918
0.5,-117.06333,-100.19085
0.5,94.633484,-18.75784
0.5,-125.80323,66.39847
0.5,86.771034,-19.833792
0.5,-133.72258,-13.632444
0.5,-178.2003,29.70324
0.5,-179.47334,-27.732103
0.5,50.361816,56.262375
0.5,-146.30962,72.059654
0.5,81.68999,-39.6515
0.5,151.32568,-28.460484
0.5,149.23743,-31.859562
0.5,46.353508,81.19341
0.5,-140.94565,-64.27681
0.5,64.47411,41.046104
0.5,42.822426,63.27001
0.5,-140.9456,-64.27713
0.5,48.28467,46.76211
0.5,70.18117,69.22917
0.5,48.414806,61.99934
0.5,88.46821,-22.363287
0.5,72.32085,26.81341
0.5,-174.56119,19.287462
0.5,19.474546,39.2646
0.5,-87.7919,-104.25048
0.5,88.42108,-30.858694
0.5,78.45817,-31.038918
0.5,-139.00337,-24.971067
0.5,92.86492,-15.505157
0.5,-113.517555,-6.7066154
0.5,70.18117,69.22917
0.5,92.13338,-25.350163
0.5,82.03008,-43.10642
0.5,93.80576,-14.860572
0.5,86.28335,-37.833534
0.5,-112.74575,23.194206
0.5,-110.174835,-96.72867
0.5,-79.70268,-87.121284
0.5,54.530167,45.907036
0.5,48.28467,46.76211
0.5,92.7413,-43.521423
0.5,-175.89497,39.582188
0.5,-62.884212,-101.303696
0.5,72.20971,53.577984
0.5,37.122826,45.546787
0.5,-106.4012,-47.537445
0.5,86.99598,-38.45285
0.5,76.496796,-21.775845
0.5,47.09671,52.343132
0.5,68.663315,45.455498
0.5,-179.01999,15.199208
0.5,88.42108,-30.858694
0.5,-175.76295,-54.60024
0.5,76.71662,56.52366
0.5,68.68829,-21.02995
0.5,54.397976,61.021847
0.5,-160.52469,-27.344301
0.5,-111.314674,33.88775
0.5,36.328438,9.195518
0.5,124.23629,-60.22974
0.5,-144.33382,20.116451
0.5,-150.66089,63.600327
0.5,113.12281,-48.163513
0.5,84.911644,-20.234875
0.5,144.77116,-35.365604
0.5,131.25742,-12.477759
0.5,-125.30281,-43.51302
0.5,119.648506,-19.150698
0.5,-80.989044,-139.66885
0.5,-74.61652,-114.27873
0.5,140.49521,-36.7686
0.5,49.62525,23.302942
0.5,69.77367,33.381573
0.5,73.81165,95.50386
0.5,147.3726,-24.201868
0.5,146.02141,-19.310087
0.5,33.110027,70.86178
0.5,146.02141,-19.310087
0.5,113.90602,-55.206722
0.5,117.76536,-50.62006
0.5,70.57092,63.90995
0.5,118.66099,-58.297977
0.5,-117.710686,18.054947
0.5,-126.22285,-16.301743
0.5,117.76536,-50.62006
0.5,-98.84854,-139.96222
0.5,54.397976,61.021847
0.5,32.651913,59.276608
0.5,54.397976,61.021847
0.5,48.414806,61.99934
0.5,-146.09435,-13.545813
0.5,-117.71075,18.055857
0.5,86.885254,58.016487
0.5,-96.48562,-128.47626
0.5,-167.29196,5.769891
0.5,140.40692,-69.8349
0.5,124.94555,-56.71491
0.5,118.75512,-56.81473
0.5,61.642845,47.011612
0.5,67.58621,50.98036
0.5,66.296936,66.71533
0.5,-101.08292,-12.037859
0.5,122.19709,-56.839622
0.5,57.90592,40.23629
0.5,-148.16873,-60.337048
0.5,118.75512,-56.81473
0.5,-136.57979,10.474349
0.5,102.62611,-26.549524
0.5,48.414806,61.99934
0.5,113.848564,-49.44176
0.5,117.77377,-48.22633
0.5,-140.94582,-64.27677
0.5,-159.2596,64.040985
0.5,114.87402,-52.31018
0.5,-119.27164,52.67833
0.5,64.47411,41.046104
0.5,120.07275,-42.50329
0.5,15.989023,19.63791
0.5,-145.48386,-39.5157
0.5,-127.2603,-118.17809
0.5,42.822426,63.27001
0.5,119.94908,-50.57662
0.5,120.31735,-53.70301
0.5,61.642845,47.011612
0.5,87.55422,-9.42596
0.5,38.184772,58.92615
0.5,-198.21152,-3.6214147
0.5,37.122826,45.546787
0.5,62.166023,54.18276
0.5,-153.06023,-64.98304
0.5,20.202444,80.947464
0.5,-115.77174,-23.892252
0.5,-131.44522,-20.675205
0.5,-187.27547,-39.574688
0.5,120.07275,-42.50329
0.5,-171.9029,-16.65885
0.5,49.62012,40.8432
0.5,153.0588,-9.604656
0.5,-64.75926,-101.22926
0.5,52.810616,35.794334
0.5,90.74929,-29.80305
0.5,108.48713,-47.2226
0.5,-137.67876,40.030853
0.5,80.11063,-25.247393
0.5,-116.46703,-7.1943636
0.5,85.01694,-34.436348
0.5,-100.36452,-63.9048
0.5,86.49467,22.586124
0.5,103.84724,-47.701637
0.5,10.792224,48.404224
0.5,126.8344,-47.680347
0.5,126.51046,-46.837017
0.5,72.50514,-27.74424
0.5,94.56592,-16.979221
0.5,16.369244,46.693157
0.5,-125.341225,-9.250808
0.5,-125.18258,-64.69951
0.5,87.57425,-5.667765
0.5,33.8343,95.324036
0.5,45.555126,91.78024
0.5,43.399048,42.632748
0.5,159.33426,-24.43355
0.5,-105.80046,64.24604
0.5,-140.07655,-0.89595485
0.5,91.8277,-31.037792
0.5,125.81152,-48.68323
0.5,-111.884735,-42.41524
0.5,39.689793,38.800476
0.5,159.77165,-14.288656
0.5,71.10549,28.948391
0.5,69.77484,26.351812
0.5,146.3115,-41.070625
0.5,68.83259,94.11314
0.5,-162.6924,-17.822222
0.5,-153.92831,-55.317146
0.5,146.45888,-28.647146
0.5,15.721779,39.678165
0.5,64.64761,24.962364
0.5,62.492256,27.544535
0.5,142.8457,-29.392685
0.5,143.54428,-22.694147
0.5,-117.874146,29.668545
0.5,157.08667,-13.017772
0.5,148.67487,-29.81465
0.5,-110.44954,57.6259
0.5,-148.6573,-60.284657
0.5,19.34802,58.07956
0.5,52.810616,35.794334
0.5,-105.80034,64.246
0.5,51.3053,73.22863
0.5,54.530167,45.907036
0.5,-125.18326,-64.69926
0.5,160.05132,-11.10755
0.5,54.530167,45.907036
0.5,47.09671,52.343132
0.5,54.530167,45.907036
0.5,62.166023,54.18276
0.5,142.93256,-23.493914
0.5,145.19006,-26.203642
0.5,-81.345215,-75.26813
0.5,-105.72041,10.994637
0.5,57.937763,33.526726
0.5,50.361816,56.262375
0.5,-126.22275,-16.301485
0.5,50.361816,56.262375
0.5,145.19006,-26.203642
0.5,-160.52428,-27.344572
0.5,160.05132,-11.10755
0.5,141.94183,-24.312077
0.5,130.25725,-35.134476
0.5,54.530167,45.907036
0.5,-161.53893,3.8792741
0.5,147.3726,-24.201868
0.5,32.23688,36.361656
0.5,148.67487,-29.81465
0.5,146.1511,-34.499393
0.5,-178.20265,29.70356
0.5,139.81535,-31.56224
0.5,147.3726,-24.201868
0.5,147.04544,-39.331787
0.5,41.470417,9.488043
0.5,-68.799995,-132.9425
0.5,-52.75507,-101.778755
0.5,43.399048,42.632748
0.5,-70.36381,-89.26849
0.5,130.25725,-35.134476
0.5,137.9817,-47.62014
0.5,-184.48938,19.04061
0.5,46.222767,68.99477
0.5,48.28467,46.76211
0.5,68.986534,73.09734
0.5,81.53405,-12.0330105
0.5,46.222767,68.99477
0.5,-177.33727,-4.250859
0.5,52.109913,51.53624
0.5,82.28626,-2.351426
0.5,51.3053,73.22863
0.5,87.26611,-40.953945
0.5,-116.17467,-102.72667
0.5,91.559975,-18.678549
0.5,24.862982,77.21875
0.5,39.02613,95.5157
0.5,45.70787,87.24166
0.5,-97.95214,-139.16454
0.5,56.225216,26.259031
0.5,150.30876,-31.94575
0.5,50.361816,56.262375
0.5,-87.95699,-81.70754
0.5,47.296803,83.18449
0.5,119.54615,-13.192557
0.5,-90.224815,-98.50482
0.5,-101.03764,-40.785652
0.5,54.397976,61.021847
0.5,-121.819534,22.36248
0.5,80.8861,27.473053
0.5,66.583145,88.431885
0.5,-117.06424,-100.19064
0.5,-105.34283,21.73119
0.5,73.79024,92.010414
0.5,-124.063896,31.598894
0.5,42.822426,63.27001
0.5,64.47411,41.046104
0.5,125.51173,-16.463984
0.5,-110.175674,-96.72923
0.5,28.531984,49.773853
0.5,-143.17859,32.40588
0.5,54.530167,45.907036
0.5,51.3053,73.22863
0.5,56.177185,55.306248
0.5,39.568558,53.80316
0.5,-121.63236,63.360077
0.5,50.361816,56.262375
0.5,-95.10513,-68.383095
0.5,-111.88556,-42.416306
0.5,39.689793,38.800476
0.5,46.87754,8.27595
0.5,54.362732,9.846979
0.5,123.40828,-9.284924
0.5,-68.246574,-124.01909
0.5,52.109913,51.53624
0.5,46.87754,8.27595
0.5,131.25742,-12.477759
0.5,-129.70226,-58.118515
0.5,120.61442,-64.60932
0.5,54.530167,45.907036
0.5,75.629715,50.26649
0.5,51.3053,73.22863
0.5,27.941648,20.291948
0.5,-192.7018,-32.4344
0.5,72.584946,87.24552
0.5,-109.56908,-37.04627
0.5,73.72386,90.25528
0.5,114.746155,-21.189346
0.5,131.25076,-26.930218
0.5,-126.222855,-16.301807
0.5,119.004135,-24.468096
0.5,-111.49374,-80.53653
0.5,-134.89188,35.31705
0.5,102.25044,-37.744087
0.5,-108.6682,-131.39124
0.5,-132.27022,-18.88998
0.5,-116.03421,-91.35508
0.5,131.25742,-12.477759
0.5,114.746155,-21.189346
0.5,119.648506,-19.150698
0.5,54.397976,61.021847
0.5,47.41703,36.554142
0.5,-119.62605,-124.1496
0.5,100.50499,-25.156609
0.5,86.35654,-7.7771907
0.5,50.361816,56.262375
0.5,-115.52667,76.20542
0.5,-140.94518,-64.27761
0.5,42.89825,35.131252
0.5,119.648506,-19.150698
0.5,119.70174,2.4457712
0.5,100.64957,-31.213844
0.5,23.509144,29.759626
0.5,29.718819,21.443438
0.5,-171.6111,47.17259
0.5,42.3702,48.867493
0.5,50.361816,56.262375
0.5,60.31468,59.606678
0.5,-96.27772,-129.38937
0.5,48.28467,46.76211
0.5,103.04061,-33.99914
0.5,-110.50557,-67.40562
0.5,101.3001,-34.39794
0.5,103.04061,-33.99914
0.5,97.17568,-31.789362
0.5,119.648506,-19.150698
0.5,-109.020645,-60.5544
0.5,115.04726,-33.776073
0.5,-179.02032,15.19961
0.5,62.526615,81.91391
0.5,125.12523,-23.277082
0.5,113.975,-15.037777
0.5,-136.65308,6.169084
0.5,122.3649,-42.353893
0.5,62.166023,54.18276
0.5,50.361816,56.262375
0.5,-128.52802,-10.04406
0.5,108.904945,-18.836533
0.5,-172.22403,31.78326
0.5,140.18842,8.161368
0.5,-120.353035,-116.49595
0.5,119.648506,-19.150698
0.5,-172.22397,31.783339
0.5,23.074535,42.14232
